CompetitorId;CompetitorName;FirstName;LastName;Gender;Age;CountryCode;RegionId;RegionalName;Profession;Height_cm;Weight_kg;AffiliateId;AffiliateName;DivisionId;RegionName;RegionCode;RegionalCode;TeamCaptain;CountryOfOriginCode;BackSquat_kg;CleanAndJerk_kg;Snatch_kg;DeadLift_kg;FightGoneBad;MaxPullUps;Fran;Grace;Helen;Filthy50;Sprint400m;Rn5k
722854;Robert Berisha;Robert;Berisha;M;32;null;0;null;0;161.93999;79.83219;44733;CrossFit HelvetiX;01;;;;0;XK;--;--;--;--;--;--;2:18;--;--;--;--;--
468290;Bryan Hernández;Bryan;Hernández;M;21;null;0;null;0;160.93999;74.84268;44734;CrossFit Canarias;01;;;;0;CO;155;135;117;185;--;--;2:29;--;--;--;1:03;--
858387;Augustin Vilicnik;Augustin;Vilicnik;M;29;null;0;null;0;165.93999;91.17199;null;null;01;;;;0;HR;--;--;--;--;--;--;--;--;--;--;--;--
851037;Pack Santos;Pack;Santos;M;29;null;0;null;0;163.93999;72.12113;null;null;01;;;;0;MZ;120;80;--;160;--;--;--;--;--;--;--;--
34796;Scott Panchik;Scott;Panchik;M;31;null;0;null;0;163.93999;84.8217;44597;CrossFit Mentality;01;;;;0;US;--;--;--;--;--;--;--;--;--;--;--;--
105253;Jean-Claude Jardim;Jean-Claude;Jardim;M;27;null;0;null;0;164.93999;86.18248;44736;CrossFit Dignus;01;;;;0;ZW;190;145;107;245;498;68;2:19;--;--;--;--;19:00
1382942;Aslam Al Shukaili;Aslam;Al Shukaili;M;27;null;0;null;0;164.93999;91.17199;44738;CrossFit Tempo;01;;;;0;OM;--;--;--;--;--;--;--;--;--;--;--;--
278578;JiMoo Son;JiMoo;Son;M;28;null;0;null;0;161.93999;78.92501;44739;CrossFit Limelight;01;;;;0;KR;210.92029;142.88148;117.93392;242.67172;--;63;2:19;1:36;--;--;--;--
8690;Dean Linder-Leighton;Dean;Linder-Leighton;M;28;null;0;null;0;162.93999;87.08966;44741;CrossFit Lionmode;01;;;;0;AU;200;155;135;250;520;75;2:12;1:28;--;--;0:55;19:30
9839;Andre Alipate;Andre;Alipate;M;36;null;0;null;0;164.93999;81.19297;44743;CrossFit 3216;01;;;;0;TO;--;--;--;--;--;--;--;--;--;--;--;--
842919;Aleks Koštomaj;Aleks;Koštomaj;M;26;null;0;null;0;165.93999;86.18248;44747;Reebok CrossFit Ljubljana;01;;;;0;SI;--;--;--;--;--;--;--;--;--;--;--;--
1523543;Mody Traore;Mody;Traore;M;39;null;0;null;0;162.93999;76.20345;44750;Casa CrossFit Anfa;01;;;;0;SN;--;--;--;--;--;--;--;--;--;--;--;--
781908;William Sanchez;William;Sanchez;M;28;null;0;null;0;161.93999;83.00734;44751;Training PIT CrossFit;01;;;;0;CR;188.24068;138.34557;109.769264;188.24068;374;--;3:55;3:00;8:22;--;--;--
686308;Guilherme Malheiros;Guilherme;Malheiros;M;19;null;0;null;0;163.93999;87.08966;44660;CrossFit Al Ain;01;;;;0;BR;195;150;115;180;--;43;2:26;2:26;--;--;1:08;--
501728;Jason Carroll;Jason;Carroll;M;30;null;0;null;0;164.93999;83.91452;44752;LumberYard CrossFit;01;;;;0;US;199.58047;145.14944;114.30518;251.74356;--;--;--;--;--;--;--;--
81616;Björgvin Karl Guðmundsson;Björgvin Karl;Guðmundsson;M;26;null;0;null;0;164.93999;83.91452;44753;CrossFit Hengill;01;;;;0;IS;201.84843;151.95332;129.72731;235.86784;--;65;2:23;2:00;--;--;--;19:20
